ID_NUMBER,TARGET,FIRST_VISIT_DATEKEY,AL,AN,AT,CA,CT,FR,FS,GA,GS,HD,HR,MD,OP,PA,PP,PS,RF,SA,SP,ST,TP,TR,TT,XF,FORMER_ATHLETE,HONORS_PROGRAM,DOUBLE_DEL,SOLICIT_CTRL,HAS_EMPLOYMENT_IND,SELF_EMPLOYED,POSITION_LEVEL_CODE,FLD_OF_WORK_CODE,DEG_AG,DEG_AS,DEG_BE,DEG_BS,DEG_CE,DEG_EG,DEG_EL,DEG_GC,DEG_GR,DEG_HN,DEG_HP,DEG_HY,DEG_MS,DEG_US,NUM_EVENTS_REGISTERED,NUM_EVENTS_REGISTERED_LAST_5FY,NUM_EVTS_CONFIRMED_ATTEND,NUM_EVT_CONFIRM_ATTEND_LST_5FY,FIRST_ATTENDED_EVENT_DATEKEY,LAST_ATTENDED_EVENT_DATEKEY,M_GIFT,M_DATE,M_RANK,R_GIFT,R_DATE,R_RANK,FYOG_COUNT,GIFT_COUNT,F_RANK,TOTAL_RFM,DONOR_RANK,CONSECUTIVE_YEARS_OF_GIVING,LAST_FIS_YEAR_OF_GIVING,TOT_CRED_LAST_FIS_YR_OF_GIVING,TOTAL_SOFT_CREDIT,TOTAL_SOFT_FUNDRAISING,DONOR_CATEGORY,CLASS_YEAR,CLASS_YEAR_DECADE,YOUNG_ALUMNI_IND,AGE,BINNED_AGE,DONOR_STATUS,CURRENT_SOLICIT_SEGMENT,SIMPLE_RATING,CONSECUTIVE_YRS_OF_GIVING_BIN,FIS_YEARS_OF_GIVING,FYOG_COUNT_BINNED,CHALLENGE_REGION,YEARS_SINCE_UD_CONNECTION,YEARS_GAVE_SINCE_UD_CONNECTION,GIVING_YEARS_SATURATION
0000011819,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,19860529,72,25,19860529,66,1,1,66,204,24674,1,1986,25,25,25,Individuals,1967,1960's,N,76,65+,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,Southern Florida,56,1,0.02
0000012024,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,52272,0,0,0,0,0,Individuals,1985,1980's,N,64,55 - 64,Future Donor,AL Only - Lapsed 11+ Years,<$50K,0,0,0,Philadelphia,38,0,0
0000012808,0,99999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,200,19961216,92,200,19961216,70,4,4,88,250,8539,3,1997,200,175,175,Individuals,1972,1970's,N,71,65+,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,3-5,4,3-5,None,51,4,0.08
0000013583,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,150,20220108,91,150,20220108,99,14,14,96,286,5912,3,2022,150,645,645,Individuals,1954,1950's,N,89,65+,Current Donor,Exclude No Contact or Solicitation,<$50K,3-5,14,10+,None,69,14,0.2
0000013876,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,20180509,20190817,20,19870327,69,20,19870327,66,1,1,66,201,26117,1,1987,20,20,20,Individuals,1983,1980's,N,60,55 - 64,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,Northern NJ,40,1,0.03
0000013966,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,1,19860601,20190511,25000,20211118,100,25000,20211118,98,20,22,98,296,542,6,2022,25050,25967.5,25967.5,Individuals,1961,1960's,N,82,65+,Current Donor,Exclude prospects with a major gift proposal,<$50K,6-9,20,10+,Philadelphia,62,20,0.32
0000014542,0,99999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,50,20131119,78,50,20131119,84,1,1,66,228,18490,1,2014,50,50,50,Individuals,1977,1970's,N,65,65+,Ever Donor,AL Only - Lapsed 6-10 Years,$250K - $1MM,1,1,1,San Francisco,46,1,0.02
0000014884,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,10,20070315,67,10,20070315,77,1,1,66,210,30374,1,2007,10,10,10,Individuals,1978,1970's,N,65,65+,Ever Donor,AL Only - Lapsed 11+ Years,$50K - $250K,1,1,1,Lancaster,45,1,0.02
0000015434,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,6021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,31859,0,0,0,0,0,Individuals,1987,1980's,N,57,55 - 64,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Washingon D.C.,36,0,0
0000015786,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,240,19900223,94,240,19900223,67,1,1,66,227,9687,1,1990,240,240,240,Individuals,1988,1980's,N,56,55 - 64,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,Northern NJ,35,1,0.03
0000017652,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,36607,0,0,0,0,0,Individuals,1978,1970's,N,66,65+,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,None,45,0,0
0000017798,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,30,20010918,77,25,20021008,73,12,13,96,246,9929,7,2003,25,245,245,Individuals,1978,1970's,N,71,65+,Ever Donor,GA Only - Lapsed 11+ Years,$50K - $250K,6-9,12,10+,Lehigh Valley,45,12,0.27
0000017888,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,32095,0,0,0,0,0,Individuals,1987,1980's,N,57,55 - 64,Future Donor,AL Only - Future Donor,$250K - $1MM,0,0,0,Philadelphia,36,0,0
0000018095,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,20120416,78,50,20120416,82,12,13,96,256,7818,5,2012,50,395,395,Individuals,1977,1970's,N,67,65+,Ever Donor,AL Only - Lapsed 6-10 Years,$50K - $250K,3-5,12,10+,None,46,12,0.26
0000018788,1,20210114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1000,20211228,97,1000,20211228,99,14,15,96,292,2436,8,2022,1000,5260,5260,Individuals,1980,1980's,N,63,55 - 64,Current Donor,Exclude Current FY Donors,<$50K,6-9,14,10+,Philadelphia,43,14,0.33
0000019199,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0, ,3001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,20070729,20160611,0,00000000,0,0,00000000,0,0,0,0,0,37368,0,0,0,0,0,Individuals,1987,1980's,N,56,55 - 64,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Washingon D.C.,36,0,0
0000021042,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,3901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,15,19851031,69,15,19851031,66,1,1,66,201,27224,1,1986,15,15,15,Individuals,1979,1970's,N,64,55 - 64,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,Raleigh-Durham,44,1,0.02
0000021071,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,3341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,4,2,20131024,20180602,0,00000000,0,0,00000000,0,0,0,0,0,32063,0,0,0,0,0,Individuals,1983,1980's,N,61,55 - 64,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Philadelphia,40,0,0
0000021460,1,20210303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1000,19960425,97,100,20220310,99,14,23,98,294,1518,6,2022,200,5375,5375,Individuals,1975,1970's,N,68,65+,Current Donor,Exclude Current FY Donors,$50K - $250K,6-9,14,10+,Philadelphia,48,14,0.29
0000021748,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,36617,0,0,0,0,0,Individuals,1978,1970's,N,65,65+,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Los Angeles,45,0,0
0000022593,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,400,20001130,96,100,20100902,81,3,3,85,262,6435,1,2011,100,400,400,Individuals,1987,1980's,N,56,55 - 64,Ever Donor,AL Only - Lapsed 6-10 Years,<$50K,1,3,3-5,Baltimore,36,3,0.08
0000022709,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,4201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,20040721,20040721,250,20071231,94,125,20110908,82,11,12,95,271,5011,11,2012,125,1250,1250,Individuals,1979,1970's,N,68,65+,Ever Donor,GA Only - Lapsed 6-10 Years,$50K - $250K,10+,11,10+,Boston,44,11,0.25
0000023962,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,36737,0,0,0,0,0,Individuals,1986,1980's,N,61,55 - 64,Future Donor,GA Only - Future Donor,$50K - $250K,0,0,0,Los Angeles,37,0,0
0000024415,0,99999999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,4,3,1,20141115,20171101,36,20181119,78,20.21,20190206,91,5,9,94,263,10282,5,2019,56.21,264.21,264.21,Individuals,1988,1980's,N,55,55 - 64,Lapsed 2-5 yrs,AL Only - Lapsed 2-5 Years,<$50K,3-5,5,3-5,Northern NJ,35,5,0.14
0000024565,1,20210625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,7,2,20100604,20191026,50,20210316,78,50,20210316,95,7,8,93,266,9889,1,2021,50,295,295,Individuals,1983,1980's,N,61,55 - 64,Outstanding Balance,AL Only - Lybunts Last FYB,<$50K,1,7,6-9,New Castle County DE,40,7,0.18
0000024866,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,19870531,20080221,500,20211028,96,500,20211028,98,16,16,97,291,1659,9,2022,500,4025,4025,Individuals,1963,1960's,N,81,65+,Current Donor,Exclude Current FY Donors,<$50K,6-9,16,10+,None,60,16,0.27
0000024885,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,20111029,20111029,100,20151223,85,80,20220405,100,13,13,96,281,7467,3,2022,80,730,730,Individuals,1963,1960's,N,80,65+,Current Donor,Exclude Current FY Donors,<$50K,3-5,13,10+,Boston,60,13,0.22
0000025499,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,25,20220208,72,25,20220208,99,2,2,81,252,21886,1,2022,25,30,30,Individuals,1980,1980's,N,72,65+,Current Donor,Exclude Current FY Donors,$50K - $250K,1,2,2,Kent & Sussex County DE,43,2,0.05
0000025607,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,6031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,36456,0,0,0,0,0,Individuals,1985,1980's,N,64,55 - 64,Future Donor,GA Only - Future Donor,<$50K,0,0,0,Baltimore,38,0,0
0000026074,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,32180,0,0,0,0,0,Individuals,1988,1980's,N,56,55 - 64,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Washingon D.C.,35,0,0
0000026746,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,20210414,20210414,159,20200421,92,40,20220331,100,13,15,96,288,5602,9,2022,90,664,664,Individuals,1972,1970's,N,73,65+,Current Donor,Exclude Current FY Donors,<$50K,6-9,13,10+,New Castle County DE,51,13,0.25
0000027047,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,50,20181028,78,50,20181028,91,3,3,86,255,21053,1,2019,50,70,70,Individuals,1987,1980's,N,57,55 - 64,Lapsed 2-5 yrs,AL Only - Lapsed 2-5 Years,<$50K,1,3,3-5,Baltimore,36,3,0.08
0000027273,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,3991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,20201024,20201024,0,00000000,0,0,00000000,0,0,0,0,0,36704,0,0,0,0,0,Individuals,1975,1970's,N,68,65+,Future Donor,AL Only - Future Donor,<$50K,0,0,0,Philadelphia,48,0,0
0000027366,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,32055,0,0,0,0,0,Individuals,1979,1970's,N,65,65+,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Baltimore,44,0,0
0000027564,0,99999999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,20180714,20190713,100,20211111,85,100,20211111,98,27,31,99,282,4677,7,2022,100,995,995,Individuals,1979,1970's,N,82,65+,Current Donor,Exclude Current FY Donors,<$50K,6-9,27,10+,New Castle County DE,44,27,0.61
0000028067,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,2,19890528,20211023,250,19921230,94,100,20191030,93,12,14,96,283,6019,2,2020,100,1060,1060,Individuals,1968,1960's,N,75,65+,Lapsed 1 yr,AL Only - Lapsed 1 Year,<$50K,2,12,10+,New Castle County DE,55,12,0.22
0000028312,1,20210406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1000,20210407,97,1000,20210407,95,6,6,91,283,3308,1,2021,1000,1640,1640,Individuals,1988,1980's,N,55,55 - 64,Lybunt,DDS Lybunt,<$50K,1,6,6-9,None,35,6,0.17
0000028424,0,99999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,400,20050525,96,100,20210729,97,24,26,98,291,2955,1,2022,100,3770,3770,Individuals,1973,1970's,N,73,65+,Current Donor,Exclude Current FY Donors,<$50K,1,24,10+,New Castle County DE,50,24,0.48
0000028686,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19951014,19951014,45,20180604,79,45,20180604,91,13,14,96,266,15971,1,2018,45,180,180,Individuals,1984,1980's,N,60,55 - 64,Lapsed 2-5 yrs,AL Only - Lapsed 2-5 Years,<$50K,1,13,10+,Kent & Sussex County DE,39,13,0.33
0000029645,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,20040321,20151002,100,20220125,85,100,20220125,99,23,31,99,283,4452,2,2022,100,1697.5,1697.5,Individuals,1951,1950's,N,91,65+,Current Donor,Exclude Current FY Donors,$50K - $250K,2,23,10+,New Castle County DE,72,23,0.32
0000029889,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,125,19891229,91,100,19910402,68,9,11,95,254,4840,3,1991,100,950,950,Individuals,1956,1950's,N,87,65+,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,3-5,9,6-9,Philadelphia,67,9,0.13
0000029920,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,19981229,85,100,19981229,71,12,12,95,251,6045,1,1999,100,610,610,Individuals,1957,1950's,N,90,65+,Ever Donor,AL Only - Lapsed 11+ Years,$50K - $250K,1,12,10+,New Castle County DE,66,12,0.18
0000030251,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,100,20050406,85,100,20050406,75,1,1,65,225,14054,1,2005,100,100,100,Individuals,1958,1950's,N,85,65+,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,New Castle County DE,65,1,0.02
0000030804,0,99999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,200,19911231,92,200,19911231,68,5,6,92,252,10189,1,1992,200,320,320,Individuals,1964,1960's,N,79,65+,Ever Donor,AL Only - Lapsed 11+ Years,$50K - $250K,1,5,3-5,Philadelphia,59,5,0.08
0000030941,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,10,19900601,66,10,19900601,67,1,1,65,198,28645,1,1990,10,10,10,Individuals,1963,1960's,N,82,65+,Ever Donor,AL Only - Lapsed 11+ Years,$50K - $250K,1,1,1,Washingon D.C.,60,1,0.02
0000030970,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,500,19920424,96,500,19920424,68,6,7,93,257,4190,6,1992,500,1250,1250,Individuals,1965,1960's,N,79,65+,Ever Donor,"Exclude Donors with Active Pledges (Non-Phoneathon, Non-BI)",<$50K,6-9,6,6-9,Philadelphia,58,6,0.1
0000031743,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,20010412,79,35,20080207,78,17,20,97,254,6169,9,2008,35,600,600,Individuals,1969,1960's,N,75,65+,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,6-9,17,10+,None,54,17,0.31
0000034348,1,20210324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1000,20210408,97,200,20220130,99,28,38,99,295,2165,12,2022,200,5475,5475,Individuals,1970,1970's,N,73,65+,Current Donor,Exclude Current FY Donors,<$50K,10+,28,10+,None,53,28,0.53
0000034884,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,200,20190414,92,100,20210924,97,30,43,99,288,5260,18,2022,200,1770,1770,Individuals,1965,1960's,N,79,65+,Current Donor,Exclude Current FY Donors,<$50K,10+,30,10+,New Castle County DE,58,30,0.52
0000035094,0,99999999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,4,0,20030531,20130810,200,20211202,92,200,20211202,98,28,36,99,289,3546,5,2022,200,3605,3605,Individuals,1971,1970's,N,73,65+,Current Donor,Exclude Current FY Donors,<$50K,3-5,28,10+,New Castle County DE,52,28,0.54
0000038454,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,5101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,50,20060118,78,50,20060118,76,12,13,96,250,6026,5,2006,50,605,605,Individuals,1975,1970's,N,68,65+,Ever Donor,AL Only - Lapsed 11+ Years,$50K - $250K,3-5,12,10+,Philadelphia,48,12,0.25
0000038506,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,52272,0,0,0,0,0,Individuals,1976,1970's,N,67,65+,Future Donor,GA Only - Future Donor,$50K - $250K,0,0,0,None,47,0,0
0000038798,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,52433,0,0,0,0,0,Individuals,1978,1970's,N,65,65+,Future Donor,AL Only - Future Donor,<$50K,0,0,0,New Castle County DE,45,0,0
0000038905,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, ,2101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,525,20211116,97,525,20211116,98,13,14,96,291,2348,2,2022,525,3000,3000,Individuals,1979,1970's,N,67,65+,Current Donor,Exclude Current FY Donors,<$50K,2,13,10+,Kent & Sussex County DE,44,13,0.3
0000039193,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,00000000,0,0,00000000,0,0,0,0,0,36917,0,0,0,0,0,Individuals,1985,1980's,N,59,55 - 64,Future Donor,AL Only - Future Donor,$250K - $1MM,0,0,0,New York City,38,0,0
0000039586,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,100,20191203,85,100,20191203,94,26,46,100,279,4854,1,2020,100,1383,1383,Individuals,1977,1970's,N,66,65+,Lapsed 1 yr,AL Only - Lapsed 1 Year,<$50K,1,26,10+,None,46,26,0.57
0000039599,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,20120326,20130326,301,20140630,95,101,20211231,99,17,23,98,292,6494,3,2022,132,2834.02,2834.02,Individuals,1982,1980's,N,62,55 - 64,Current Donor,Exclude Current FY Donors,<$50K,3-5,17,10+,New Castle County DE,41,17,0.41
0000039961,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,50,20100115,78,50,20100115,80,1,1,65,223,18261,1,2010,50,50,50,Individuals,1977,1970's,N,65,65+,Ever Donor,AL Only - Lapsed 11+ Years,<$50K,1,1,1,Washingon D.C.,46,1,0.02
0000040570,0,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,20211023,20211023,0,00000000,0,0,00000000,0,0,0,0,0,37147,0,0,0,0,0,Individuals,1984,1980's,N,60,55 - 64,Future Donor,AL Only - Future Donor,$50K - $250K,0,0,0,Philadelphia,39,0,0
